index,Tanggal,Username,Text,Text_Clean_Sambung,text_english
1292,2022-10-31 08:38:05+00:00,yayan247,even went to the night of frights before covid then terfikir aku sebenarnya carik apaaaaaaaaaaaa kat benda2 camni kemaen bayar tiket tengok zombie lalu kubur tau takut and terfikir kalau aku mati on the spot kat tempat tu macam mana that was first and last la,even went to the night of frights before covid then terfikir saya sebenarnya carik apaaaaaaaaaaaa kat benda2 camni kemaen bayar tiket tengok zombie lalu kubur tahu  takut and terfikir saya mati on the spot kat tempat itu  macam mana that was first and last la,"even went to the night of frights before covid then I thought I was really tearing apart what kind of things, how did I pay for the ticket to see the zombies and go to the grave, I knew I was scared and I thought I died on the spot at that place, what was it like that was the first and last"
1293,2022-10-31 08:37:05+00:00,InbiziaOfficial,pmi manufaktur dan jasa china kompak tergelincir,pmi manufaktur jasa china kompak tergelincir,compact china services manufacturing pmi slips
1294,2022-10-31 08:36:25+00:00,anaknya_mageran,valid nih yg di phk karena covid jadi pengusaha semua apa aja yg ada di rumah dijual2 buat bertahan hidup mantap nih risetnya menaker dalem banget,valid phk covid pengusaha semua apa saja  rumah dijual2 buat bertahan hidup mantap risetnya menaker dalam  sekali ,valid phk covid entrepreneur all the houses are sold to survive the steady research of the manpower in one go
1295,2022-10-31 08:36:14+00:00,_call_me_ALI_,gila ya orang-orang yang post-covid season masih mau umpek2an gw mah udah males banget hahaha,gila orang-orang post-covid season masih mau umpek2an saya  mah sudah  males sekali  hahaha,"It&#39;s crazy that people in the post-covid season still want to spit on me, I&#39;m too lazy hahaha"
1296,2022-10-31 08:35:58+00:00,Arlene3i,dulu mainin waktu kena covid saat itu patch lagi event windrise kl gasalah ada rerun tatang ama venti dulu bosen jd langsung teringat saran teman rp buat main genshin,dulu mainin waktu kena covid patch event windrise kalau  gasalah rerun tatang sama  venti dulu bosan  jadi  langsung teringat saran teman rp buat main genshin,"I used to play it when I got the Covid patch, the Windrise event, if it&#39;s not working, I went back to Venti, it used to get boring, so I immediately remembered my friend&#39;s suggestion to play Genshin."
1297,2022-10-31 08:35:54+00:00,nengbiker,hawa2nya sohibku jg saling menulariskrg masi off -2nya covid masi ada memang,hawa2nya sohibku juga  saling menulariskrg masi off -2nya covid masi memang,"the weather, my friends also infect each other, now it&#39;s still off, the Covid is still true"
1298,2022-10-31 08:35:52+00:00,ZarithIkhwan3,kini360 malaysia berdepan gelombang kecil covid-19 susulan varian xbb,kini360 malaysia berdepan gelombang kecil covid-19 susulan varian xbb,kini360 malaysia is facing a small wave of covid-19 following the xbb variant
1299,2022-10-31 08:35:26+00:00,MalakatTribune,pengundi positif covid-19 boleh mengundi garis panduan bakal diumum spr dalam masa terdekat kj,pengundi positif covid-19 boleh mengundi garis panduan bakal diumum spr masa terdekat kj,covid-19 positive voters can vote the guidelines will be announced in the near future kj
1300,2022-10-31 08:33:17+00:00,Veteran_covid,petashop isinya pertamax dan adanya di perkampungan beda dgn tol disana ada pertalitenya,petashop isinya pertamax adanya perkampungan beda dengan  tol disana pertalitenya,"Petashop contains Pertamax, there is a different village from the toll road, there is Pertalite"
1301,2022-10-31 08:33:02+00:00,Rionazaera,semoga covid di indonesia cepat hilang,semoga covid indonesia cepat hilang,I hope that Indonesia&#39;s covid will disappear quickly
1302,2022-10-31 08:31:20+00:00,LatipPaiman,kini360 malaysia berdepan gelombang kecil covid-19 susulan varian xbb,kini360 malaysia berdepan gelombang kecil covid-19 susulan varian xbb,kini360 malaysia is facing a small wave of covid-19 following the xbb variant
1303,2022-10-31 08:31:18+00:00,AnaSire9ar,komitmen tangani covid dengan fokus pada tiga sektor yakni kesehatan perlindungan masyarakat dan pemulihan ekonomi,komitmen tangani covid fokus tiga sektor kesehatan perlindungan masyarakat pemulihan ekonomi,"Commitment to handle Covid-19 focus on three health sectors, community protection, economic recovery"
1304,2022-10-31 08:30:01+00:00,ADardaq,kini360 malaysia berdepan gelombang kecil covid-19 susulan varian xbb,kini360 malaysia berdepan gelombang kecil covid-19 susulan varian xbb,kini360 malaysia is facing a small wave of covid-19 following the xbb variant
1305,2022-10-31 08:29:51+00:00,maipo_kpts,macam mana korang boleh survive kesan post covid ni sangat menyeksakan penat melampau tak pernah penat macam ni padahal baru je jalan sikit ya allah syukurnya ada kereta since dah start busy kat kampus baru terasa sangat,macam mana korang boleh survive kesan post covid ini  sangat menyeksakan penat melampau tak pernah penat macam ini  padahal baru je jalan sikit allah syukurnya kereta since sudah  start busy kat kampus baru terasa sangat,"how can you survive the effects of this post covid, it&#39;s very torturous, extremely tired, never tired like this, even though it&#39;s only been a short distance, thank God the car, since it&#39;s started to be busy on campus, it feels very"
1306,2022-10-31 08:29:50+00:00,allibays,skrg aja nelponin nyariin gw pas gw covid wks salah sendiri ga nentuin hariii kan jg mana paham isi kepalalu njir tiba2 dateng,sekarang  saja  nelponin nyariin saya  pas saya  covid wks salah sendiri tidak  nentuin hariii kan juga  mana paham isi kepalalu njir tiba2 datang ,"just now calling looking for me when I&#39;m in covid wks it&#39;s my own fault I don&#39;t decide the day too, which one understands what&#39;s in your head suddenly comes"
1307,2022-10-31 08:29:34+00:00,afnanafnu,aku kayaknya juga karena kena covid dari bulan agustus sampe mau november hidungku enggak bener penciuman nya suka ilang2an,saya kayaknya kena covid bulan agustus mau november hidungku tidak  benar  penciuman suka ilang2an,"I think I got Covid in August and November, my nose doesn&#39;t really smell like it disappears"
1308,2022-10-31 08:29:21+00:00,Lazuarditalk,ya desak-desakan saling dorong susah nafas henti jantung emang bahaya jangankan long covid orang sakit gigi kalau kegencet banyak orang juga bisa meninggal,desak-desakan saling dorong susah nafas henti jantung memang  bahaya jangankan long covid orang sakit gigi kegencet banyak orang bisa meninggal,"jostling, pushing each other hard to breathe cardiac arrest is indeed dangerous, let alone long covid people with toothache squashed many people can die"
1309,2022-10-31 08:29:01+00:00,tauberitamedia,pedagang pasar cihapit mulai beralih ke iklim digital agar lebih tahan banting dari pandemi covid-19 terbukti geliat ekonomi terus berputar bahkan lebih jauh,pedagang pasar cihapit mulai beralih iklim digital lebih tahan banting pandemi covid-19 terbukti geliat ekonomi terus berputar bahkan lebih jauh,"Cihapit market traders are starting to switch to the digital climate, which is more resilient. The Covid-19 pandemic has proven to be stretched, the economy continues to spin even further"
1310,2022-10-31 08:28:55+00:00,mak_odor,gak ada hubungan nya dengan vaksin covidgak usah di hubung2kan yang ujung2nya ngehoaks dokter kerjanya kok ngehoaks,tidak  hubungan vaksin covidgak usah hubung2kan ujung2nya ngehoaks dokter kerjanya kok ngehoaks,"There&#39;s no COVID-vaccine relationship, there&#39;s no need to make a connection. In the end, the doctor&#39;s work is a hoax, why is it a hoax?"
1311,2022-10-31 08:28:30+00:00,kakakamri,referensi2 long covid dapet dari barat strategi dan kebijaksanaan dari timur,referensi2 long covid dapat  barat strategi kebijaksanaan timur,references long covid get west eastern wisdom strategy
1312,2022-10-31 08:28:02+00:00,tauberitamedia,pedagang pasar cihapit mulai beralih ke iklim digital agar lebih tahan banting dari pandemi covid-19 terbukti geliat ekonomi terus berputar bahkan lebih jauh,pedagang pasar cihapit mulai beralih iklim digital lebih tahan banting pandemi covid-19 terbukti geliat ekonomi terus berputar bahkan lebih jauh,"Cihapit market traders are starting to switch to the digital climate, which is more resilient. The Covid-19 pandemic has proven to be stretched, the economy continues to spin even further"
1313,2022-10-31 08:26:53+00:00,sherllyjeon,tapi gw juga lagi kena covid,saya  kena covid,i got covid
1314,2022-10-31 08:26:16+00:00,ekojhones7,maaf menaker dapat data dari siapa kenapa kenyataanya terbalik akibat covid brapa pengusaha gulung tikar berapa supermarket tutup  bahkan starup gw juga tutup lah kan pengangguran nambah toh,maaf menaker dapat data siapa kenyataanya terbalik akibat covid berapa  pengusaha gulung tikar berapa supermarket tutup bahkan starup saya  tutup lah kan pengangguran tambah ,"sorry, the labor force got data on whose reality was reversed due to covid, how many entrepreneurs went out of business, how many supermarkets were closed, even my startup closed, right, unemployment, added"
1315,2022-10-31 08:25:37+00:00,tvstvmy,malaysia sedang berdepan gelombang kecil peningkatan kes covid-19 susulan penemuan subvarian omicron xbb di negara ini kata menteri kesihatan khairy jamaluddin dapatkan info terkini pru-15 di microsite kami,malaysia sedang berdepan gelombang kecil peningkatan kes covid-19 susulan penemuan subvarian omicron xbb negara kata menteri kesihatan khairy jamaluddin dapatkan info terkini pru-15 microsite kami,"malaysia is facing a small wave of increased covid-19 cases following the discovery of the country&#39;s omicron xbb subvariant, said health minister khairy jamaluddin, get the latest info on our pru-15 microsite"
1316,2022-10-31 08:25:09+00:00,NursyuhaidahSyu,asal erh tetiba covid ni dtg tanpa diundang baru nak lega,asal erh tetiba covid ini  datang  tanpa diundang baru anak lega,as long as erh suddenly this covid comes uninvited then the child is relieved
1317,2022-10-31 08:25:04+00:00,MrJohn31555043,time pru la ade mningkat covid,time pru la ade mningkat covid,it&#39;s time for the pandemic to increase covid
1318,2022-10-31 08:24:39+00:00,ffajarp_,pantes di adain covid nya terus buat ngurangin pengangguran ternyata tujuan nya bagus cara nya gajelas,pantes adain covid terus buat ngurangin pengangguran ternyata tujuan bagus cara tidak jelas,"it&#39;s no wonder that covid continues to reduce unemployment, it turns out that the goal is good, the way is not clear"
1319,2022-10-31 08:24:09+00:00,Bugie_Aryatmo,tragedi yg memakan nyawa manusia terus berlanjut setelah virus covid kanjuruhan makan korban haloween itaewon korea jembatan di india runtuh semua sesak masalahnya dengan pernafasan,tragedi memakan nyawa manusia terus berlanjut setelah virus covid kanjuruhan makan korban haloween itaewon korea jembatan india runtuh semua sesak masalahnya pernafasan,tragedy that takes human life continues after the covid virus suggests eating victims of haloween itaewon korea indian bridge collapses all shortness of breath problems
1320,2022-10-31 08:23:55+00:00,adiharyoutomo,pemakaman protokol covid lagi stay safe everybody,pemakaman protokol covid stay safe everybody,funeral protocol covid stay safe everybody
1321,2022-10-31 08:23:16+00:00,jalololoe,yang datang ke kecamatan sini pas rivera park ramai-ramainya sebelum covid ya bukan surplus kapital dalam bentuk perbaikan jalan penguatan fasilitas wisata sekitar atau apa tapi preman militer atau pemda minta jatah dengan dalih macam-macam itu kapitalisme apa feodalisme,datang kecamatan sini pas rivera park ramai-ramainya covid bukan surplus kapital bentuk perbaikan jalan penguatan fasilitas wisata apa preman militer pemda minta jatah dalih macam-macam kapitalisme apa feodalisme,The sub-district came here when Rivera Park was busy with Covid. Not a capital surplus. The form of road repairs. Strengthening tourism facilities. Did the regional government military thugs ask for rations on various excuses of capitalism or feudalism?
1322,2022-10-31 08:22:38+00:00,rosesaurus,ta tapp tappiiisebelum covid-19 menyerang dan vaksinnya jantung saya udah lemah tiap lihat  burip,ta tapp tappiiisebelum covid-19 menyerang vaksinnya jantung saya sudah  lemah tiap lihat burip,"ta tapp tappiii Before Covid-19 attacked the vaccine, my heart was already weak every time I saw a poop"
1323,2022-10-31 08:22:11+00:00,Pencint30879912,kini360 malaysia berdepan gelombang kecil covid-19 susulan varian xbb,kini360 malaysia berdepan gelombang kecil covid-19 susulan varian xbb,kini360 malaysia is facing a small wave of covid-19 following the xbb variant
1324,2022-10-31 08:21:56+00:00,knicesa,aku dulu pas masi sma awal covid juga pake bot tele buat nulis,saya dulu pas masi sma awal covid pakai  bot tele buat nulis,I used to be when I was in high school at the start of Covid using a tele bot to write
1325,2022-10-31 08:21:43+00:00,GlobalHM,sebahagian pekerja dilaporkan keluar dari kilang apple inc pengeluar iphone terbesar di china selepas ada antara mereka dijangkiti covid-19 dan memaksa semua kakitangan dikuarantin,sebahagian pekerja dilaporkan keluar kilang apple inc pengeluar iphone terbesar china selepas mereka dijangkiti covid-19 memaksa semua kakitangan dikuarantin,"Some workers reportedly left the Apple Inc factory, China&#39;s largest iPhone manufacturer, after they were infected with covid-19, forcing all staff to be quarantined"
1326,2022-10-31 08:20:20+00:00,ITrikarsohadi,sosialisasi kesehatan haji dan vaksinasi covid,sosialisasi kesehatan haji vaksinasi covid,hajj vaccination health socialization covid
1327,2022-10-31 08:20:14+00:00,temantolakangin,gak lo itu cuma sakit biasa neng pancaroba iya semoga pcr negatif indonesia udah kebal covid najwa shihab nutupin aib pemerintah aja itu gitu ya ok adalah cara jitu lo tetap waras inget kalo sama gue siapin dl data yg banyak kalo mau berdebat,tidak  kamu  cuma sakit biasa neng pancaroba iya semoga pacar  negatif indonesia sudah  kebal covid najwa shihab nutupin aib pemerintah saja  begitu  oke cara jitu kamu  tetap waras ingat  kalau  sama saya  siapin dulu  data banyak kalau  mau berdebat,"No, you&#39;re just sick, you&#39;re just sick, transitioning, yeah. I hope that Indonesia&#39;s negative boyfriend is immune to Covid. Najwa Shihab just covers up the government&#39;s disgrace. That&#39;s okay."
1328,2022-10-31 08:19:53+00:00,SungaiBulohUndi,berita hangat sejak minggu lepas dikatakan sebagai calon bn di ini reaksi beliau pada sidang media kkm tengahari tadi boleh pulak kes jangkitan covid terkini berkait dengan pesakit dari sembilan dgn selangor yer kredit,berita hangat sejak minggu lepas dikatakan calon bn reaksi beliau sidang media kkm tengahari tadi boleh pulak kes jangkitan covid terkini berkait pesakit sembilan dengan  selangor yer kredit,hot news since last week it is said that candidate BN&#39;s reaction to the kkm press conference this afternoon could be the latest covid infection case related to patient nine with selangor yer credit
1329,2022-10-31 08:19:44+00:00,DagangNews,gelombang kecil covid-19 orang ramai disaran pakai pelitup muka di kawasan sesak kata kj ,gelombang kecil covid-19 orang ramai disaran pakai pelitup muka kawasan sesak kata kj,"small wave of covid-19 people are advised to wear face masks in crowded areas, said kj"
1330,2022-10-31 08:19:37+00:00,rutan_kapuas,kami di rutan kelas iib kuala kapuas memiliki slogan membiasakan yang benar tidak membenarkan kebiasaan maksud slogan itu yakni walaupun pandemi covid sudah berlalu namun kebiasaan yang baik seperti melakukan senam pagi dan berjemur harus tetap dilaksanakan untuk kesehatan wbp,kami rutan kelas iib kuala kapuas memiliki slogan membiasakan benar tidak membenarkan kebiasaan maksud slogan walaupun pandemi covid berlalu kebiasaan baik melakukan senam pagi berjemur harus tetap dilaksanakan kesehatan wbp,"We at the Class IIB Prison, Kuala Kapuas, have a slogan: get used to it, don&#39;t justify habit, the meaning of the slogan, even though the Covid pandemic has passed, the good habit of doing morning sunbathing exercises must still be implemented wbp health"
1331,2022-10-31 08:19:18+00:00,rutan_kapuas,pandemi covid-19 yang menjadi momok menakutkan beberapa tahun belakangan berangsur angsur mereda namun hal tersebut tidak membuat kebiasaan hidup sehat dan menjaga kebugaran fisik menurun tidak terkecuali di rutan kelas iib kuala kapuas yang tetap membiasakan senam pagi,pandemi covid-19 menjadi momok menakutkan beberapa tahun belakangan berangsur angsur mereda tersebut tidak membuat kebiasaan hidup sehat menjaga kebugaran fisik menurun tidak terkecuali rutan kelas iib kuala kapuas tetap membiasakan senam pagi,"the covid-19 pandemic has become a frightening scourge in recent years, gradually subsiding, this does not make healthy living habits maintain physical fitness decrease, including the class iib prison in kuala kapuas, continuing to get used to morning exercises"
1332,2022-10-31 08:19:03+00:00,purplenaoi,ayo lagi covid gaboleh stress nanti lama sembuhnyameanwhile  - obat sejibun- harus bangun pagi buat jemur badan im not morning person at all- makanan harus kuah gaboleh pedes- tidur digangguin terus sm org rumahdahlah at this point just let me die,ayo covid tidak boleh stress lama sembuhnyameanwhile - obat sejibun- harus bangun pagi buat jemur badan im not morning person at all- makanan harus kuah tidak boleh pedes- tidur digangguin terus sama  orang  rumahdahlah at this point just let me die,come on covid don&#39;t be stressed take a long time to heal meanwhile - lots of medicine - have to get up early to dry the body im not a morning person at all - the food must be gravy not spicy - people keep disturbing sleep at home at this point just let me die
1333,2022-10-31 08:18:33+00:00,rutan_kapuas,pandemi covid sudah berlalu wbp rutan kapuas kanwil kumham kalteng tetap jaga kebugaran,pandemi covid berlalu wbp rutan kapuas kanwil kumham kalteng tetap jaga kebugaran,"the covid pandemic has passed wbp the Kapuas remand office, Central Kalimantan kumham keep healthy"
1334,2022-10-31 08:17:30+00:00,indah_8996,apa jangan-jangan haid jadi sakit banget karena long covid ya kena delta sm omicron delta pas lg hamil eh lairan normal tp plasenta lengket smpe kuret anak setahun baru haid tp kluare dikit sakitnya sakit bangeeeettt hidung  lidah kdg suka ilang fungsi,apa jangan-jangan haid sakit sekali  long covid kena delta sama  omicron delta pas lagi  hamil lairan normal tapi  plasenta lengket sampai  kuret anak setahun baru haid tapi  kluare sedikit  sakitnya sakit bangeeeettt hidung lidah kadang  suka ilang fungsi,"Is it possible to have a very long painful period, covid, delta, or omicron delta when you are pregnant, the birth is normal, but the placenta is sticky until the child&#39;s period is a year old, but the discharge is a little painful, the nose and tongue sometimes lose their function."
1335,2022-10-31 08:16:57+00:00,nrfyztlys,tetiba covid darn,tetiba covid darn,come covid darn
1336,2022-10-31 08:16:47+00:00,norhaizadhasan,dah start dah musim nak mengundi mula la keluar cerita covid ni ber season pulak,sudah  start sudah  musim anak mengundi mula la keluar cerita covid ini  ber season pulak,"it&#39;s already started, it&#39;s the season for children to vote, the covid story has started to come out, it&#39;s a season"
1337,2022-10-31 08:16:04+00:00,antarabiz,minyak jatuh tertekan pembatasan covid china dan data pabrik melemah,minyak jatuh tertekan pembatasan covid china data pabrik melemah,oil falls pressured by china&#39;s covid restrictions weaker factory data
1338,2022-10-31 08:15:32+00:00,Kini360,malaysia berdepan gelombang kecil covid-19 susulan varian xbb,malaysia berdepan gelombang kecil covid-19 susulan varian xbb,malaysia is facing a small wave of covid-19 following the xbb variant
1339,2022-10-31 08:15:01+00:00,diditpete,juli - nonton konser yang ke-4 kalinya di roman theatre verona boleh dibilang ini salah satu konser terbaik mereka dari konser yang saya tonton kombinasi akustikan dan electro music itu bikin lebih hidup konsernya ditambah udah ga ada pembatasan karena covid,juli - nonton konser ke-4 kalinya roman theatre verona boleh dibilang salah satu konser terbaik mereka konser saya tonton kombinasi akustikan electro music lebih hidup konsernya ditambah sudah  tidak  pembatasan covid,"july - watched the concert for the 4th time the roman theater verona was arguably one of their best concerts. the concert i watched was a combination of acoustic electro music, the concert was livelier plus there were no covid restrictions"
1340,2022-10-31 08:14:47+00:00,KemenkesRI,dalam siaran sehat bersama dokter reisa kali ini kita akan membahas tentang kendalikan xbb lengkapi vaksinasi covid-19 dan tetap prokes saksikan dan dengarkan pada senin oktober wibdengarkan melalui atau live di instagram,siaran sehat bersama dokter reisa kita membahas kendalikan xbb lengkapi vaksinasi covid-19 tetap prokes saksikan dengarkan senin oktober wibdengarkan melalui live instagram,"healthy broadcast with doctor reisa we discuss xbb control, complete the covid-19 vaccination, stay pro-health, watch, listen, Monday October wib, listen via live Instagram"
1341,2022-10-31 08:14:25+00:00,MAJALAH_GATRA,gejala acute kidney injury dicurigai akibat senyawa etilen glikol dan dietilen glikol di dalam obat sirup anak tidak ada hubungan dengan covid-19 pemerintah melakukan pengadaan obat antidot,gejala acute kidney injury dicurigai akibat senyawa etilen glikol dietilen glikol obat sirup anak tidak hubungan covid-19 pemerintah melakukan pengadaan obat antidot,symptoms of acute kidney injury are suspected due to the compound ethylene glycol diethylene glycol syrup for children not related to Covid-19 the government is procuring antidote drugs
1342,2022-10-31 08:14:01+00:00,bnews_co,kasus covid kembali muncul warga kota bengkulu diimbau patuhiprokes,kasus covid muncul warga kota bengkulu diimbau patuhiprokes,"Covid cases appear, Bengkulu city residents are advised to comply with health protocols"
1343,2022-10-31 08:13:57+00:00,KemenkesRI,kasus pertama virus covid-19 varian xbb di indonesia merupakan transmisi lokalvarian ini lebih cepat menular dibandingkan varian lainnya tetapi tidak lebih parah dari varian omicronmasyarakat diimbau melakukan testing jika mengalami gejala  segera melengkapi vaksinasi,kasus pertama virus covid-19 varian xbb indonesia merupakan transmisi lokalvarian lebih cepat menular dibandingkan varian lainnya tidak lebih parah varian omicronmasyarakat diimbau melakukan testing mengalami gejala segera melengkapi vaksinasi,"The first case of the Covid-19 virus, the Indonesian XBB variant, is local transmission, the variant spreads more quickly than other variants, it is not more severe, the Omicron variant, the community is advised to do testing if they experience symptoms, complete vaccination immediately"
1344,2022-10-31 08:13:35+00:00,kabnewsid,vaksin covid-19 mrna bisa sebabkan pendaharan hebat saat haid,vaksin covid-19 mrna bisa sebabkan pendaharan hebat haid,the covid-19 mRNA vaccine can cause heavy menstrual bleeding
1345,2022-10-31 08:13:03+00:00,bngkitlgdrkubur,gara2 kena covid ga ngapa2in di kamar kerja juga mager lgan gw kan lg sakit masa kerja + gw researcher dan srg kebagian ngerjain research game krn dikira anak2 kantor gamer gitu jd yaudah aja lempengin jd gamer sekalian,gara2 kena covid tidak  ngapa2in kamar kerja malas bergerak lgan saya  kan lagi  sakit masa kerja + saya  researcher sering  kebagian mengerjakan  research game karena  dikira anak2 kantor gamer begitu  jadi  yaudah saja  lempengin jadi  gamer sekalian,because of covid it&#39;s okay my work room is too lazy to move around I&#39;m currently sick at work + I&#39;m a researcher who often gets to do research games because I think the kids in the gamer office are like that so it&#39;s okay to be a gamer as well
1346,2022-10-31 08:12:29+00:00,hariandotnews,wali kota danny pimpin apel pagi pemkot makassar ingatkan varian baru covid,wali kota danny pimpin apel pagi pemkot makassar ingatkan varian baru covid,mayor danny led the morning assembly of the Makassar city government reminding them of the new variant of covid
1347,2022-10-31 08:12:27+00:00,rianchyadi,beberapa hari ini dapet pasien positif covid doakan aku baik2 saja,beberapa hari dapat  pasien positif covid doakan saya baik2,in a few days a positive covid patient pray for me to be well
1348,2022-10-31 08:12:05+00:00,saiful_ekhwan92,klau xsilap nanti ade lane khas untuk pengundi yg +ve covid untuk mengundi,kalau  xsilap ade lane khas pengundi +ve covid mengundi,"If I&#39;m not mistaken, there is a special lane for +ve covid voters to vote"
1349,2022-10-31 08:11:54+00:00,hakimjayli,hampir setiap rehat di rest area di tol sidoarjo arah sby saya nyangkruk-ngopi di kenal ownernya pak moreno entrepreneur kafe yg tangguh berintegritas ngobrol ide ada yg blm terwujud beliau wafat pas rame2 kmrn tapi legacynya nyata alfatehah,hampir rehat rest area tol sidoarjo arah sby saya nyangkruk-ngopi kenal ownernya pak moreno entrepreneur kafe tangguh berintegritas bicara  ide belum  terwujud beliau wafat pas ramai-ramai  kemarin  legacynya nyata alfatehah,"Almost taking a break, Sidoarjo Toll Road, the direction of Sby, I was hanging out and drinking coffee, I know the owner, Mr. Moreno, a strong cafe entrepreneur with integrity when talking about ideas that haven&#39;t materialized. He died when there was a crowd yesterday, his legacy is real, Alfatehah"
1350,2022-10-31 08:11:03+00:00,undryas,lah yang nanya siapa yang cepuin ngapa disensor ga jelas nih unad cuci tangan yang bersih pas kaya gini doang pas covid ga wkwk,lah tanya  siapa cepuin ngapa disensor tidak  jelas unad cuci tangan bersih pas kaya gini saja  pas covid tidak  wkwk,"I&#39;m asking who is jealous, why is it being censored? It&#39;s not clear"
1351,2022-10-31 08:10:00+00:00,sumberkini,kj umum malaysia berdepan gelombang covid-19 xxb berita penuh di,kj umum malaysia berdepan gelombang covid-19 xxb berita penuh,kj general malaysia facing wave of covid-19 xxb full news
1352,2022-10-31 08:09:53+00:00,rudenim_bpp,diharapkan dari kegiatan tersebut dapat dilakukan secara rutin guna mencegah penyebaran covid-19 dilingkungan rudenim balikpapan jangan lupa jaga kesehatan ya,diharapkan kegiatan tersebut dapat dilakukan rutin mencegah penyebaran covid-19 dilingkungan rudenim balikpapan jangan lupa jaga kesehatan,It is hoped that these activities can be carried out routinely to prevent the spread of Covid-19 in the Balikpapan prison environment. Don&#39;t forget to take care of your health
1353,2022-10-31 08:09:52+00:00,rudenim_bpp,rudenim balikpapan lakukan test pcr covid-19 balikpapan - kamis 31/10sebagai langkah awal pencegahan dan penanganan wabah covid-19 belum usai hingga saat ini mido dengan pegawai rudenim balikpapan melaksanakan test pcr di lingkungan rudenim balikpapan,rudenim balikpapan lakukan test pacar  covid-19 balikpapan - kamis 31/10sebagai langkah awal pencegahan penanganan wabah covid-19 belum usai hingga mido pegawai rudenim balikpapan melaksanakan test pacar  lingkungan rudenim balikpapan,the balikpapan detention center is carrying out a covid-19 balikpapan girlfriend test - Thursday 31/10 as a first step to prevent handling the covid-19 outbreak.
1354,2022-10-31 08:09:41+00:00,syahirularif,boleh saja beranggapan vaksin ada resikonya dan tdk mau vaksin jg tdk mengapa tp itu kl bs menjamin seumur hidup tdk akn pernah terinfeksi covid,boleh beranggapan vaksin resikonya tidak  mau vaksin juga  tidak  tapi  kalau  bisa  menjamin seumur hidup tidak  akn pernah terinfeksi covid,"You may assume that the risk of vaccines is that you don&#39;t want vaccines either, but if you can guarantee that you will never be infected with Covid for the rest of your life"
1355,2022-10-31 08:09:17+00:00,ENS53311139,yg suka bikin ribut dirinya sendiri para investor ngeri investasi di nkri tdk aman lihat mall banyak yg gulung tikar akibat genosida populasi bangsa biowar covid  pembatasannya yg bisa bikin gulung tikar mn bikin betah investor ambil bagian nya akibat ulahnya sendiri,suka ribut dirinya sendiri investor ngeri investasi nkri tidak  aman lihat mall banyak gulung tikar akibat genosida populasi bangsa biowar covid pembatasannya bisa gulung tikar mana  betah investor ambil bagian akibat ulahnya sendiri,he likes to make a fuss himself investors are horrified that investing in nkri is not safe to see that many malls have gone out of business due to the genocide of the population of the biowar nation covid the restrictions can go out of business where do you feel like investors are taking part as a result of their own actions
1356,2022-10-31 08:09:04+00:00,katakinidotcom,kota kota di china bersiap mengisolasi pelarian pekerja foxconn yang dilanda covid,kota kota china bersiap mengisolasi pelarian pekerja foxconn dilanda covid,China&#39;s cities prepare to isolate fugitive Foxconn workers hit by covid
1357,2022-10-31 08:08:07+00:00,Officialsam28,pima uelewa wako kuhusu ugonjwa wa covid-19 kwa kujaza dodoso hili,pima uelewa wako kuhusu ugonjwa saya covid-19 kwa kujaza dodoso hili,test your understanding about covid-19 by completing this questionnaire
1358,2022-10-31 08:07:27+00:00,apopuntaktahu,kecik kecik dulu kalau demam panas selalu dengar suara lelaki menjerit dalam kepala hahaha seram tak dah besar ni jarang demam dah except masa covid ritu itu pun tidur mati sebab mg gly,kecik kecik dulu demam panas selalu dengar suara lelaki menjerit kepala hahaha seram tak sudah  besar ini  jarang demam sudah  except masa covid ritu tidur mati mg gly,"When I was little, I used to have a fever, I always heard the voice of a man screaming his head off, hahaha, it&#39;s scary, I&#39;m not big anymore, I rarely have a fever, except during the covid period, Ritu sleeps to death mg gly"
1359,2022-10-31 08:07:19+00:00,syahirularif,itu artinyasetiap tindakan pst ada resikonya tp tindakan yg dipilih adl yg berdampak plg rendah resikonya seseorg divaksin booster resiko trkena myocarditis peluangnya 15 rb tp seseorg jk tdk divaksinamp;kmd terinfeksi covid resiko trkena myocarditis lbh besar jd plh mana,artinyasetiap tindakan pst resikonya tapi  tindakan dipilih adl berdampak pulang  rendah resikonya seseorg divaksin booster resiko trkena myocarditis peluangnya 15 ribu  tapi  seseorg jika  tidak  divaksinamp ; kmd terinfeksi covid resiko trkena myocarditis lebih  besar jadi  plh mana,"meaning that every action has a risk, but the action chosen has a low return impact, the risk is that someone gets a booster vaccine, the risk of getting myocarditis has a chance of 15 thousand, but if someone doesn&#39;t get vaccinated, the chance is 15 thousand. If you get infected with Covid, the risk of getting myocarditis is greater, so which one do you choose?"
1360,2022-10-31 08:06:43+00:00,TheAirTimes,khairy berkata berdasarkan data harian bilangan kes baharu covid-19 meningkat sebanyak peratus iaitu dari kes kepada kes,khairy berkata berdasarkan data harian bilangan kes baharu covid-19 meningkat sebanyak peratus iaitu kes kepada kes,Khairy said based on daily data the number of new cases of covid-19 increased by a percentage which is case to case
