Tanggal,Username,Text
2022-10-31 10:51:07+00:00,BNPB_Indonesia,"Update Infografis percepatan penanganan COVID-19 di Indonesia per tanggal 26 Oktober 2022 Pukul 12.00 WIB.

#BersatuLawanCovid19 https://t.co/spbPJ7suUg"
2022-10-31 10:50:48+00:00,wjtodaycom,"Update Covid-19 Nasional 31 Oktober 2022: 2.457 Kasus Baru, 2.309 Sembuh, 34 Meninggal https://t.co/tlpmu574nQ"
2022-10-31 10:50:22+00:00,kakak_ica,"@hyang_wisnu @kemkominfo @PlateJohnny pelaksanaan DEWG dan DEMM Presidensi G20 Indonesia begitu berat dan sulit karena berada di situasi pandemi Covid-19 dengan tekanan akibat kondisi geopolitik
@kemkominfo @PlateJohnny"
2022-10-31 10:49:36+00:00,spiderfrommarsz,@haleth__ iyo we wedi covid aku
2022-10-31 10:48:59+00:00,iffaaazh,Tiap ada update berita covid varian baru banyak yg tumbang dan gejalanya ga beda jauh. Seakan2 gwampang banget buat nerima sugesti negatif ツ
2022-10-31 10:48:58+00:00,BNPB_Indonesia,"Update data uji PCR COVID-19 di Indonesia per tanggal 25 Oktober 2022 Pukul 12.00 WIB.

#BersatuLawanCovid19 https://t.co/zqvlizihjN"
2022-10-31 10:48:57+00:00,BNPB_Indonesia,"Update Infografis percepatan penanganan COVID-19 di Indonesia per tanggal 25 Oktober 2022 Pukul 12.00 WIB.

#BersatuLawanCovid19 https://t.co/uzWqGM4SZy"
2022-10-31 10:48:51+00:00,MutuInstitute,"aat kondisi krisis global pasca Covid dan dampak perang Rusia Ukrian, petani perkebunan mengalami serangkaian tekanan yang membuat usaha perkebunan semakin sulit. Mulai dari pupuk yang semakin mahal dan langka, penurunan ekspor khusus untuk pasar Eropa, … https://t.co/DxS6FL2HWP https://t.co/zyA1CGHKmm"
2022-10-31 10:48:30+00:00,pikobar_jabar,"Yuk, simak rekapan datanya pada konten di atas. Ikuti terus perkembangan data lengkap Covid-19 di Jawa Barat dengan mengakses website Pikobar atau download aplikasinya di App Store ataupun Play Store.

#Pikobar #Pikoweekly #Covid19 #KasusCovid19 https://t.co/9uqTWSsCF7"
2022-10-31 10:47:33+00:00,drupadawan,"@graceystore @Joker_Dodol @Sofian42143091 @geloraco ato bisa jadi penyebab nya penyakit covid itu sendiri
klo baca2 di situs2 asing, salah satu dampak buruk dari long covid ada di ginjal"
2022-10-31 10:47:22+00:00,pikobar_jabar,"Update Mingguan Covid-19:
24 Oktober 2022 - 30 Oktober 2022.

Ingin tahu data Kota/Kabupaten di Jawa Barat dengan jumlah cakupan vaksinasi, penambahan kasus positif, pasien sembuh dan meninggal dunia tertinggi dalam seminggu terakhir? https://t.co/jV95tlCMno"
2022-10-31 10:47:02+00:00,asjeplak,"Malaysia Menghadapi Gelombang Kecil Covid-19, Kasus Naik 16,5 Persen https://t.co/6XyI6naDde"
2022-10-31 10:46:52+00:00,YuriskaCA,"@dr_koko28 Aku jg pasien long covid 2021 varian delta, pasca negatif gejala2 long covid muncul,hampir 2 bln kesiksa bgt kala itu hehe, skg sdh sehat walau sesekali muncul gejala sisanya, krn itu jd meninggalkan gambaran rontgen yg bikin harus konsul pulmonologist pasca mcu wkwk pdhl ga apa2"
2022-10-31 10:46:30+00:00,studywithid,@BaseAnakFK Okelah kalo vaksin emg bisa milih dan harus sesuai sama kondisi tubuh dan anjuran dokter milih yg mana. Tp kan covid ga milih2 orang anjg.
2022-10-31 10:45:28+00:00,ftrrii1,@May_Seetha @dr_koko28 Habis selesai covid langsung ga tratur bln itu juga?
2022-10-31 10:45:25+00:00,takutudukuduk,@MUS_DW_98 @pasukanginyu @dr_koko28 Covid juga bisa bikin jaringan parut kaya tbc?
2022-10-31 10:45:23+00:00,jagak_id,"JAGAK Friends, tetap jaga prokes secara ketat dan jaga kesehatan selalu dengan JAGAK yang bisa bantu kamu menjaga daya tahan tubuh. Stock sekarang juga!

#AntiPegalLinu #TemanSehat #MinumanHerbal #JagakOT #MinumanKesehatan #covid #varianbaru #omicron #XBB"
2022-10-31 10:44:52+00:00,jagak_id,Kabar terbaru datang lagi dari varian baru Covid-19 yang telah memasuki Indonesia. Subvarian omicron XBB teridentifikasi pada seorang perempuan asal Surabaya berumur 29 tahun yang baru pulang dari NTB dan menjadi kasus pertama di Indonesia. https://t.co/B8GJNWCykj
2022-10-31 10:44:28+00:00,Fery_setu,@ZacZakirin13 @maspiyuaja Halloween budaya barat ga ada faedahnya.. Yg begitu dibudayakan untuk apa.. Buang waktu dan biaya..mungkin efek covid jd kurang hiburan dan akhirnye cm ikut ikutan..🤔
2022-10-31 10:43:15+00:00,computational_,@gebetannyakamuu @schfess Untung wes gak covid maneh🤣
2022-10-31 10:42:49+00:00,fuzedahostages,Lancau kena covid lagi
2022-10-31 10:42:24+00:00,__mhmdah,"Agak mirip covid sih tapi masa iya covid... emang masi ada?
Dah keleyeng2 ni gue mantap"
2022-10-31 10:41:59+00:00,medan,Menkes Budi: Covid-19 Subvarian Omicron XBB Sudah Masuk RI Menteri Kesehatan Budi https://t.co/7Pn9As9zbG
2022-10-31 10:41:38+00:00,beritabuanaco,Puan Maharani: Euforia Kerumuman Massa Pasca-Covid Harus Jadi Perhatian https://t.co/ZMCXICglDC https://t.co/kyFZQLRyXr
2022-10-31 10:41:03+00:00,utusanborneo,"COVID-19: 389 kes baharu direkodkan minggu epidemiologi ke-43
https://t.co/Vajm47EDBV"
2022-10-31 10:40:43+00:00,itsmedave666,@txtdaribandung Bersyukur 3 tahun di Bandung ga pernah dapet masalah gini karena gak pernah kemana-mana. Ternyata Covid tidak begitu buruk. Kenapa orang2 kek gini gak kena Covid ya kemaren? Beruntung banget mereka gak kena seleksi alam.
2022-10-31 10:40:05+00:00,Vikana_dee,@dr_koko28 Haid ga teratur bukannya efek vaksin ya? Baiknya klo ingin long covid diakui efek vaksin ya diakui juga
2022-10-31 10:39:48+00:00,poskotanetwork,"Band Sheila On 7 memulai kembali aktivitasnya usai Pandemi COVID-19 melanda Indonesia. 
 
Salah satunya yaitu tampil di Atrium Mall Kota Kasablanka (Kokas), Jakarta Selatan, Minggu (30/10/2022).

Kunjungi berita lainnya di https://t.co/kB0QRxh5JN https://t.co/i0WvFYcxTm"
2022-10-31 10:39:47+00:00,hirofbumi,"@schfess angkatan kakel aku ada sih, katanya bulan januari taun depan. Klo angkatan aku gatau deh, smoga ada, krn pas SMP kburu ada covid jd nggak jdi, pdhl dh bli kaosnya :"")"
2022-10-31 10:39:20+00:00,Y_Yudho,"Izin ke Polisi 3 ribu orang, izin ke Satgas Covid/Parekraf 5 ribu orang. 
Hari ke-2 terpantau 21.000 orang. 
Puluhan orang pingsan. 

Salut ke Pak 𝙆𝙤𝙢𝙖𝙧𝙪𝙙𝙞𝙣, @PolresJakPus yang berani tegas stop festival Berdendang Bergoyang.
https://t.co/6oBrnr3xZV https://t.co/Wa5H3Qm0Rs https://t.co/feVYlHiAe9"
2022-10-31 10:39:19+00:00,PolairJateng,"giat Sat pol Airud polresta Cilacap, Senin  31-10-2022 sbb:

a.  Apel pagi ,
b. Bersih bersih Mako sebelum Dinas
c. Patroli perairan Bengawan Donan  ( Situasi aman terkendali   )
d. Binmas perairan di  TPI karang Talun, woro woro cegah covid 19, jaga kebersihan https://t.co/Gd3av674ru"
2022-10-31 10:39:17+00:00,Nomad_Movement,"Harga Minyak Dunia Anjlok 1,12 Persen, Imbas Kembali Meningkatnya Kasus Covid-19 di China https://t.co/zZVGto0r4j"
2022-10-31 10:39:08+00:00,kumparan,"Fenomena di Yogya, COVID-19 naik di akhir pekan, dan melandai di hari biasa. https://t.co/RqkY1gfImu"
2022-10-31 10:39:03+00:00,muh_syariff,"@adiilogy Wes okeh kok, Covid jenis anyar neh iki kawin silangan wkwkwk"
2022-10-31 10:39:00+00:00,AbangSatus,"Penyesuaian Harga BBM juga menyelamatkan APBN. Termasuk kebijakan terbaik yang harus diambil agar APBN tidak defisit. Pasalnya, APBN berfungsi bukan hanya untuk subsidi BBM, tetapi untuk memitigasi dampak pandemi Covid-19 dan memulihkan perekonomian nasional. https://t.co/F2Yd106JeV"
2022-10-31 10:38:33+00:00,Melakahariini,Malaysia berdepan gelombang kecil COVID-10 susulan varian XBB https://t.co/dVISeDcI2E https://t.co/x2RmxCg7a3
2022-10-31 10:38:00+00:00,putrinastitiw,"Kadang gue bingung, barusan gue share sc peduli lindungi and it shows kalau gue lagi isoman karena covid. Kemudian komentarnya lucu, lo covid? Gue jawab aja bukan gue kejatohan durian :)"
2022-10-31 10:36:34+00:00,syahira1294,@lyana_lukman Ko covid lg ke?
2022-10-31 10:35:21+00:00,joonkukie,Covid jauh2 plisss 😭😡😡👊🏼
2022-10-31 10:34:31+00:00,AlmoLodini,@msaid_didu Kan sudah...termasuk anda..maka nya aman NKRI menghadapi pandemi covid 19..🤣🤣
2022-10-31 10:34:28+00:00,Jungukuu3,@IAMartin_ Aziz Ki atakuepo mtaani kutoa hamasa katika zoezi la Chanjo za Covid ikiwa ni sehemu ya dili la Yanga na WHO. Nadhani jipe vitu unavyosimamia na kubali vingine usivyo vimudu viwe vinakupita tu. Sifa mojawapo ya Binadamu mpumbavu ni kujiona anajua na aweza kila kitu.
2022-10-31 10:34:22+00:00,MrDanielYusof,@surayaror kenapa travel insurance islam xcover covid sedangkat takaful kafir mcm AiG cover covid 😁
2022-10-31 10:34:08+00:00,Fi_Do_D_Do,If spa2 selain muhyidin punya parti menang pru nanti.. boleh x buka siasatan pasal PRN Sabah n effect dia kat kes covid sampai ramai mati.. he should accountable for it. Benda boleh elak https://t.co/1TCAXbNfRK
2022-10-31 10:33:34+00:00,tempodotco,"Kasus Covid-19 Kembali Melonjak, Sejalan dengan Temuan Varian Omicron XBB https://t.co/KbbDxvmFRl #TempoData"
2022-10-31 10:33:33+00:00,tigisatnihs,"@zahwaisl Samaaaakkk.
Aku ngeh bgt tu pas jaman2 orang ga percaya covid dan saling fitnah nakes lah, pemerenta lah, elit global lah. Baru fitnah virus loh itu yg keliatan aja engga, belum dajjal yg bisa ngidupin orang mati."
2022-10-31 10:33:08+00:00,squirtfarting,"@38292729292ayam Aman kok, aku waktu itu cuma sempet ditanyain aja, cuma karena waktu itu lagi parah2nya covid."
2022-10-31 10:32:37+00:00,dindaasyafiraa,Plis 2023 jangan covid lagi plis plis. Sedih banget nanti sia sia persiapan ini🥲
2022-10-31 10:32:23+00:00,guzel_amare,"Covid 19 pulang kampung  uncle @BillGates ?
Mbah Kung Fauci , Mbah Kung Klaus

https://t.co/GPKuI3OQoV https://t.co/0Fpm58hyeT"
2022-10-31 10:31:56+00:00,vyvicky,"@sinkajuliani96 iyaa bener bngt 🥲🥲 apalagi masih covid gini, pas cek antigen auto postif 🫣"
2022-10-31 10:31:44+00:00,princessgg87,"Kes Covid trend menaik tu. Keep your mask on eh. Some of my friends &amp; family mmg tak pakai mask at all dah, siap puji (or maybe menganjing entahlah) aku yg still pakai mask ni 😌. Aku terbiasa &amp; kadang tak confident 😂, tapi pakailah mask yeorobun 😁."
2022-10-31 10:31:03+00:00,radiosushifm,"Sheila on 7 kembali hibur Sheilagank lg ni sushimitra, setelah kabar hiatu sejak pandemi covid 19. Tpi netizen malah fokus ke om Duta nya yg ""tak menua"" , hmmm gimana mnurut kmu sushimitra ? :)) xixi
#POSTING https://t.co/k5yO2YtkH0"
2022-10-31 10:30:34+00:00,tamerlane9470,"@USamisareng @DokterTifa Bisa disimak nih jurnal2 penelitian yg udah gw kumpulin, terkait dari sisi buruk vaksin covid

Tp gw ga berani mengaitkan tragedi Itaewon dengan vaksin covid kyk Ibu diatas yak https://t.co/vAlRMCURtX"
2022-10-31 10:29:43+00:00,rezagiovani,"Cok cok, tibakne masih ada toh covid."
2022-10-31 10:29:41+00:00,tyra_missy,Covid pcr- not detected. Sakit apo la nyahhhh. ptg2 gini mula laa temperature naik🫠
2022-10-31 10:29:33+00:00,MRLofficials,Umno dengan fitnah &amp; menghasut kebencian tak dapat dipisahkan.itu sebab umno ni kena dibenamkan pada PRU15 nanti.sebab dia virus lebih dahsyat dari covid 🤣 https://t.co/Cdtw4ezVW7
2022-10-31 10:29:15+00:00,SidarejaPolsek,anggota polsek sidareja melaksanakan ops yustisi masker guna pencegahan covid https://t.co/hcHu465E9i
2022-10-31 10:29:14+00:00,meigladoen,@heiwanoyume Waduh Sach moga2 hasilnya negatif dah amit2 jangan ampe kena Covid lagi ama penyakit2 lainnya sembuh juga 😭😭😭🙏🙏🙏
2022-10-31 10:29:05+00:00,SidarejaPolsek,anggota polsek sidareja melaksanakan ops yustisi masker guna pencegahan covid https://t.co/VrBMPEjvyS
2022-10-31 10:28:56+00:00,SidarejaPolsek,anggota polsek sidareja melaksanakan ops yustisi masker guna pencegahan covid https://t.co/eIrIIs9HjZ
2022-10-31 10:28:48+00:00,1Rnggt,"Individu Positif COVID-19 Dibolehkan Mengundi, SPR Akan Umum SOP Kelak – KKM https://t.co/Bafcd7ZlPK"
2022-10-31 10:28:44+00:00,SidarejaPolsek,anggota polsek sidareja melaksanakan ops yustisi masker guna pencegahan covid https://t.co/TJuGNo4D2v
2022-10-31 10:28:33+00:00,SidarejaPolsek,anggota polsek sidareja melaksanakan ops yustisi masker guna pencegahan covid https://t.co/0MiAnIaVnv
2022-10-31 10:28:27+00:00,SidarejaPolsek,anggota polsek sidareja melaksanakan ops yustisi masker guna pencegahan covid https://t.co/WsZTNyVSKU
2022-10-31 10:28:21+00:00,SidarejaPolsek,anggota polsek sidareja melaksanakan ops yustisi masker guna pencegahan covid https://t.co/6Yxriu6seh
2022-10-31 10:28:06+00:00,SidarejaPolsek,anggota polsek sidareja melaksanakan ops yustisi masker guna pencegahan covid https://t.co/gcDlMsu7Fs
2022-10-31 10:27:13+00:00,atkhmhmd_,"Migraine paling teruk kalini sampai serah diri dekat doktor 😭 dokleh stress melampau sikit, minta reset sokmo lepas kena covid ni 😪"
2022-10-31 10:27:01+00:00,RajaFaris_,Benda macam tu pun boleh buat tergelak. Tapi okay lah. Month end macam bodo bulan ni. Dalam team member kena covid hujung2 bulan. Semua aku buat. Memang rasa nak carut betul. Haih
2022-10-31 10:26:48+00:00,sabahbarunews,"134 kes baharu Covid-19 hari ini 

https://t.co/yupcJZNfJ2"
2022-10-31 10:26:34+00:00,kabarpol,"Malaysia Hadapi Gelombang Kecil Covid-19, Kasus Naik 16,5 Persen https://t.co/THhe9OKSib"
2022-10-31 10:26:32+00:00,kabarpolitik,"Malaysia Hadapi Gelombang Kecil Covid-19, Kasus Naik 16,5 Persen https://t.co/uVhr6BNuT6"
2022-10-31 10:26:21+00:00,ulinnar,"bukan tipe anak yang gampang sakit, tapi after kena covid bulan feb'22 sekarang jadi gampang sakit, ada yg batuk besokannya ikutan batuk😩🫠"
2022-10-31 10:26:06+00:00,chrmingkoo,"@FOODFESS2 Hampir semua yg viral pas karantina covid sih, gw cuman ngesave"" tutorialnya aj, mager buatnya"
2022-10-31 10:24:58+00:00,matkoplak77,"Anjing"" gurun otaknya isinya TAIK !!
2 th pandemic covid 19 kita lewati dg baik &amp; diakui Dunia .
14 Negara bangkrut dan puluhan lainnya zona merah tapi lndonesia msh baik"", saja !
Masihkah kalian waras ,? https://t.co/ty0kuS12Lw"
2022-10-31 10:24:42+00:00,Hera84061719,@dr_koko28 Yg gak pernah ngrasain kena covid pasti gak percaya adanya covid....aq yg hampir berangkat dan ngalami long covid mpe skrg pengen nyumpahin biar yg gak percaya ngalamin sndr
2022-10-31 10:23:55+00:00,RaraRangkap,#covid #travel #repost #berita #wakboy guru dan murid di tembaki disekolah https://t.co/SjA5a4ATZQ
2022-10-31 10:23:52+00:00,yami__bad,fia stop covid cokkkk gw kaga kuliah mulu dah
2022-10-31 10:23:51+00:00,MisterW2002,Pala otak bapakkau. Aku dulu kena PHK gara-gara COVID tau kau 🤣 https://t.co/KoMfwCF7Br
2022-10-31 10:23:41+00:00,privt_errrr,@Beebee240701 hah covid Masi ada kah?
2022-10-31 10:23:38+00:00,DiahUtm,Dari abis sembuh covid bulak balik mulu sakit batuk pilek. Sembuh seminggu sakit lg 2minggu gt aja terus siklusnya 🤧
2022-10-31 10:23:26+00:00,Azulzulian4,"Pasca covid 19 ekonomi seluruh dunia tidak ada yg baik...sekarang harus di pulihkan kembli mas bro...
Itu yg abah tangkap dari pernyataan pdip....tapi entah pemikiran yg laen ...semua punya pendapat masing masing ...tergantung kebutuhanya https://t.co/l1vpA7iB5a"
2022-10-31 10:23:16+00:00,istifh,@fleurofjasmine Ini video pas awal2 covid kalo ga salah dan ditonton sekarang pun masih ngakak kak 🤣
2022-10-31 10:22:57+00:00,kodim0322siak,"Antisipasi COVID-19, Serda Heppy Setiawan Kembali Lakukan Gakplin Rutin di Pasar Tradisional Kecamatan Minas

https://t.co/Imh5XjsoxP"
2022-10-31 10:22:34+00:00,MrsRachelIn,"Bersyukurlah kalau Tuhan pilih Pak @jokowi jadi Presiden Indonesia 🇮🇩 untuk period 2, disaat Banyak negara kolep akibat Pandemi Covid-19 di+ perang Rusia Ukraina yang mengakibatkan Krisis Energi &amp; Ekonomi, Indonesia masih bertahan bahkan mampu kalahkan UK &amp; Prancis"
2022-10-31 10:21:59+00:00,JakartaNewsID1,Puan: Euforia Kerumuman Massa Pasca Covid Harus Jadi Perhatian https://t.co/C2TvUtHI4K
2022-10-31 10:20:52+00:00,moonniehun,ya allah semoga gue selalu sehat rada parno 3 hari ini shift dapet pasien suspek covid
2022-10-31 10:20:51+00:00,HanafiRoz,"@tabley_hensem @LagaCawan Sudahkah anda lupa?
Bila PN berkuasa?

Rakyat sengsara,
menteri gila kuasa,

PRN Sabah diteruskan,
Nyawa rakyat jadi cagaran.

Kes Covid meningkat,
Yang salah adalah rakyat,
Bukan yang diberi mandat,
Itulah kerajaan pengkhianat."
2022-10-31 10:20:37+00:00,adiilogy,"@muh_syariff Bariki okeh sing mriyang, jarene covid 😅"
2022-10-31 10:19:31+00:00,tamim_pardede,"InsyaALLAAH vaksin covid adalah pintu menuju HIV Aids, hahayyy ambyarrr https://t.co/YEa6Cr4OSz"
2022-10-31 10:18:31+00:00,heartz43to3,@AREAJULID standar kena covid = demam batuk pilek
2022-10-31 10:17:55+00:00,Aswicahyono,"jadi inget ... pas covid banyak yang bilang, untung ada gojek, untung ada grab, untung ada gofood, untung ada grabfood, untung ada toko online"
2022-10-31 10:17:28+00:00,lilaether17,Rasa covid aku ni dah sembuh dah agaknya
2022-10-31 10:17:02+00:00,budakabetrik,@ariefinns @TxtdariHI 11 12 ama Trump waktu jaman covid
2022-10-31 10:16:36+00:00,tamerlane9470,"@hog_green @DokterTifa Aman? Yakin?

Mending anda baca dulu jurnal2 penelitian terkait vaksin covid yg udah saya kumpulkan ini https://t.co/O4v9Pe0tkl"
2022-10-31 10:15:40+00:00,AhmadAm93650503,"Kini360: KJ: Calon positif Covid-19 perlu asingkan diri ketika kempen https://t.co/driqn74uC7
#PH #KerajaanGagal #PHKerajaanGagal #PHGagal"
2022-10-31 10:15:38+00:00,ayunbkartika,Ini apa dr pasca covid ya ? Euforia berkerumun dahsyat bgt
2022-10-31 10:13:46+00:00,panjibima,"@wandadila Kan sejak covid gak terima job luar kota nda, maen di jogja bae"
2022-10-31 10:13:15+00:00,REsuantara,@Sembara2024oke @CutSarina5 @ChusnulCh__ 4.5 T ? yg pinjem ? padahal buat covid ? itu ya ? 😀
2022-10-31 10:12:21+00:00,_devil_d09_,"Na siku za COVID alikua mafichoni akiskiza Kagwe kama wengine 😂😂

Kwani desk ya Maombi haikua inafanya hizo siku ama?😂

Owuor and his followers tofauti yao na takataka ni harufu tu🚮"
2022-10-31 10:12:07+00:00,Zyanpatra,"Sikapi Tragedi Halloween Itaewon, Puan: Euforia Kerumuman Massa Pasca-Covid Harus Jadi Perhatian https://t.co/Kv2d0NsoXG"
2022-10-31 10:11:42+00:00,kissfmjember,"Saat kasus Covid-19 sudah mulai melandai, seorang warga Ajung, Kecamatan Kalisat, PR, 36 tahun, dilaporkan meninggal dunia, diduga karena covid 19, Minggu kemarin. PR, langsung dimakamkan sesuai Protokol Kesehatan pencegahan covid 19, di Desa Setempat.
https://t.co/TpM0Go1gYu https://t.co/WMkV64H7aO"
2022-10-31 10:11:17+00:00,premantrotoar,"my bos just casually told everyone in the office that her friends get covid after their holiday in Bali💁🏼‍♀️ trus dengan santainya ngmong ""tp aku udah swab sendiri barusan negatif"" sist...."
2022-10-31 10:11:00+00:00,tribunnews,"Sebaran 2.457 Kasus Covid-19 Indonesia 31 Oktober 2022: DKI Jakarta Terbanyak, Tambah 822 Kasus https://t.co/NOkGUHoGv5"
2022-10-31 10:10:57+00:00,jawapos,"Malaysia Hadapi Gelombang Kecil Covid-19, Kasus Naik 16,5 Persen https://t.co/q5XzeheD9j"
2022-10-31 10:10:20+00:00,sayASUdahsunat,@txtdrpemerintah Iya bener soalnya banyak yang mati kena covid 😏
2022-10-31 10:09:44+00:00,JapenSarawak,"389 KES COVID -19 DIKESAN DI SARAWAK MINGGU INI

#COVID19
#JapenSarawak
#sodiakroks https://t.co/HJ7E4Tx8nM"
2022-10-31 10:09:43+00:00,hdkanjeng,"@DokterTifa Emang yg mati semua ex covid atau vaksin? Sudah ada datanya? Kl blom ada sebagai dokter status tweet, berkatalah yg pintar bukan pengen dikatakan pintar"
2022-10-31 10:09:32+00:00,Mr_Hendra_H,"Video sandiwara merebaknya Covid di Wuhan semakin menguatkan sinyalemen Bapak bahwa pemilu pilpres akan ditunda, mobilitas warga akan semakin dikekang, dan Jokowi akan melenggang mulus tiga periode. https://t.co/dWr0yAmDmG"
2022-10-31 10:09:20+00:00,debbytrii,"Uda upload ini itu perbaikan ini itu.
""Mba deb file perjanjian kerjasama notaris yg bewarna di bawa bu ...""
""Bu ... positif covid""

DALAH W MAU MELEBUR AJA UDAH😭😭😭
TAR W LAGI YG DIMARAHIN, DIKATAIN LAGI, LAMA LAH, GA PATUH REGULASI LAH🥺🥺🥺"
2022-10-31 10:09:08+00:00,Sut4nMudo,@CNNIndonesia Pandemi Covid meningkatkan lapangan pekerjaan? Logika macam mana pula dia pake 🤔
2022-10-31 10:08:24+00:00,alifazzani,dulu target nak aktif dalam dunia muzik masa tahun 2020. tiba² covid melanda memusnahkan impian. tak mau dah nak start aktif. cuma layankan je
2022-10-31 10:08:16+00:00,republikaonline,Banyak warga membutuhkan vaksin Covid-19 untuk melakukan perjalanan jauh. https://t.co/1ByGSEP1QS
2022-10-31 10:08:03+00:00,jpnncom,Ketua DPR Puan Maharani berbelasungkawa atas tragedi dalam perayaan Halloween Itaewon di Korsel dan euforia kerumuman massa pasca-Covid harus jadi perhatian #PuanMaharani https://t.co/chBO2hC5Ea
2022-10-31 10:07:05+00:00,medan,"Karena Jual Beli Babi, Covid Di Wuhan Melonjak Lagi Berdasarkan informasi yang https://t.co/7pR7tONZJI"
2022-10-31 10:06:53+00:00,TRENdotNEWS,"BREAKING NEWS Covid-19 Indonesia 31 Oktober 2022, Tambah 2.457 Kasus Senin Hari Ini https://t.co/r6I8sm63ft"
2022-10-31 10:05:59+00:00,GenBeWise,@Afandi_Tanjung Iyaa deipada nanti dia ngumumini lg covid
2022-10-31 10:05:57+00:00,CNNIndonesia,"Positif Covid-19 Bertambah 2.457 Kasus, Pasien Meninggal 34 Orang https://t.co/PdFI1rkCvN"
2022-10-31 10:05:39+00:00,TirtajayaPolsek,Kasi Humas Polsek Tirtajaya Bripka Hengky Firmansyah Melaksanakan  Monitoring Gebyar Vaksin Presisi dan penyuntikkan Vaksinasi Covid 19 dengan sasaran Lansia dan Umum di wilayah Kecamatan Tirtajaya Kabupaten Karawang. https://t.co/Yj8YkMDHZN
2022-10-31 10:05:07+00:00,IniBalikpapaner,"Update 31 Oktober 2022 : Bertambah 87 Kasus Aktif COVID-19 di Kaltim, Balikpapan 35 Kasus https://t.co/iqLqXweUXJ"
2022-10-31 10:04:08+00:00,MelencongKini,"Kini360: KJ: Calon positif Covid-19 perlu asingkan diri ketika kempen https://t.co/OmRkbsJHAD
#PH #KerajaanGagal #PHKerajaanGagal #PHGagal"
2022-10-31 10:04:00+00:00,jaksapedia,"Kok tega ya korupsi dana anggaran Covid, intensif nakes dan anggaran JKN. Padahal tersangka adalah mantan Kepala Puskesmas Bontonompo 2. Kini, kasusnya ditangani Kejari Kab. Gowa. #KejaksaanTegas

https://t.co/3A8CK8qQXj"
2022-10-31 10:03:37+00:00,medan,"Wuhan Kembali di-Lockdown Setelah Covid Melonjak, 800 Ribu Orang Dipaksa Tinggal di https://t.co/CRcSX5vfEd"
2022-10-31 10:03:29+00:00,meriidetcan,"awal pertama kali masuk SMA pas covid kls 11 yahahahahha, ak anak baru dan ya ak banyak nanya informasi tentang temen sekelas ak, ak sedih bgt katanya si larehh temen sekelas ak ni ga ada yg asik,  trus crush baru ak ni sekelas sm ak yg lagi pacaran juga ama temen sekelas ak"
2022-10-31 10:02:46+00:00,Dianpus21_,"Ternyata covid belum selesai 😂😂😂Kirain emang nggaaa adaaa huaaaaa
.
.
#memelucu #memekocak #BeritaTerkini #Gempa Susi https://t.co/Qi7M9vPlwv"
2022-10-31 10:02:01+00:00,PolsekSeberida,"Walau Sudah Vaksin
Ingat Covid-19 Belum Berakhir 

Ayoo....
Selalu patuhi 5M :
1. Memakai Masker
2. Mencuci Tangan
3. Menjaga Jarak
4. Menghindari Kerumunan
5. Membatasi Mobilitas

#VaksinasiTaatProkes5M
@multimedia.humaspolri 
#bersamacegahcovid19
#ayopakaimasker https://t.co/Lj4MvC8mor"
2022-10-31 10:01:58+00:00,_alyazafar,@hudaaazafar Dirogol oleh covid
2022-10-31 10:01:12+00:00,meya_sara,Makin banyak kes mati sekumpulan ni. I thought covid-19 will be the worst thing ever but then after that bnyk pulak kes kmatian mngejut dlm jumlah yg besar terjadi akhir” ni. https://t.co/kfeKAMhDH6
2022-10-31 10:01:05+00:00,PolresPematang1,"Menghimbau Kepada Masyarakat agar Mematuhi Protokol Kesehatan dengan Cara 5M.
Sayangi diri sendiri dan Keluarga, jaga kebersihan lingkungan sekitar, bersama kita bisa memutus rantai penularan COVID-19

#polriuntukindonesia
#polricegahcorona
#IkutiAturanCegahCorona https://t.co/dnxLkUJ7M4"
2022-10-31 10:00:41+00:00,PolresPematang1,"Menghimbau Kepada Masyarakat agar Mematuhi Protokol Kesehatan dengan Cara 5M.
Sayangi diri sendiri dan Keluarga, jaga kebersihan lingkungan sekitar, bersama kita bisa memutus rantai penularan COVID-19

#polriuntukindonesia
#polricegahcorona
#IkutiAturanCegahCorona https://t.co/9Jl32IDOcZ"
2022-10-31 10:00:20+00:00,Redzka,"@ph4n_ @dr_koko28 @AndiKhomeini covid pertama saya januari 2021, lg mantep2nya, pas isoman masih bisa main gitar sambil nyanyi, main drum. Pasca sembuh, sampai skg, sudah tidak bisa 😁"
2022-10-31 10:00:17+00:00,graceystore,@Joker_Dodol @Sofian42143091 @geloraco Kalo skrng anaknya umur 4 thn meninggal gara2 gagal ginjal krena pengaruh vaksin covid. Kalo ditarik mundur 4 thn keblakang ketika ibunya hamil. Apakan 4 thn lalu sdh ada covid?? Klo penyebab blm pasti jgn suka tebak2an
2022-10-31 10:00:06+00:00,KontanNews,"UPDATE Covid-19 Indonesia, 31 Oktober: Tambah 2.457 Kasus Baru, Meninggal 34 https://t.co/aewC1khRam #COVID-19"
2022-10-31 10:00:05+00:00,PolresPematang1,"Menghimbau Kepada Masyarakat agar Mematuhi Protokol Kesehatan dengan Cara 5M.
Sayangi diri sendiri dan Keluarga, jaga kebersihan lingkungan sekitar, bersama kita bisa memutus rantai penularan COVID-19

#polriuntukindonesia
#polricegahcorona
#IkutiAturanCegahCorona https://t.co/TKQdL0ztUz"
